mean,sd,hdi_5.5%,hdi_94.5%,mcse_mean,mcse_sd
0.06362,0.0609,-0.0301,0.16083,0.00154,0.00147
-0.0838,0.06332,-0.19366,0.00943,0.00184,0.00142
-0.06997,0.06576,-0.16305,0.04574,0.00161,0.00149
0.00081,0.06795,-0.10482,0.10753,0.00205,0.00213
-0.07055,0.0634,-0.17047,0.02745,0.00194,0.00152
0.0147,0.0681,-0.10515,0.11228,0.00241,0.00205
-0.09154,0.06464,-0.19554,0.01583,0.00157,0.00141
0.02382,0.06924,-0.0824,0.13241,0.00189,0.00202
0.00833,0.06497,-0.10166,0.10927,0.00173,0.00185
0.05997,0.0674,-0.0539,0.16115,0.00243,0.00176
0.06587,0.06252,-0.03871,0.15919,0.00163,0.00146
0.02051,0.06296,-0.08259,0.11659,0.00164,0.00208
0.04473,0.06475,-0.05498,0.14993,0.00187,0.00162
0.12852,0.06707,0.02648,0.23621,0.00147,0.00126
0.02481,0.06785,-0.08842,0.12632,0.00219,0.00193
-0.04651,0.06455,-0.14755,0.05655,0.00212,0.0018
0.00843,0.06337,-0.09229,0.10518,0.00181,0.00211
-0.07012,0.0622,-0.1662,0.02688,0.00155,0.00144
0.06159,0.06726,-0.05449,0.16144,0.00196,0.00159
0.02812,0.06225,-0.07158,0.12299,0.00198,0.00163
0.14661,0.0661,0.04337,0.2517,0.00207,0.0015
0.00672,0.0638,-0.09163,0.10947,0.00254,0.00179
0.07366,0.06606,-0.03139,0.17353,0.0014,0.00144
0.05973,0.06961,-0.0464,0.18061,0.00202,0.00182
-0.01193,0.06501,-0.11996,0.08597,0.0021,0.00199
-0.02062,0.06309,-0.11006,0.08918,0.00174,0.00195
0.02636,0.06455,-0.07796,0.12575,0.00236,0.0019
0.00275,0.06475,-0.10839,0.10052,0.00169,0.0024
-0.03623,0.06397,-0.13105,0.0686,0.00202,0.00166
-0.00531,0.06123,-0.09572,0.09827,0.00123,0.00219
0.07991,0.06659,-0.02228,0.18789,0.00208,0.00156
-0.03303,0.06498,-0.12701,0.07478,0.00206,0.00184
-0.09118,0.06509,-0.20139,0.0057,0.00157,0.0014
-0.08041,0.06687,-0.18795,0.02031,0.00204,0.00158
0.00213,0.06804,-0.10392,0.1092,0.00235,0.00186
0.0638,0.06299,-0.04352,0.15591,0.00169,0.00163
-0.07566,0.06694,-0.18211,0.03273,0.00156,0.00188
0.08676,0.06363,-0.01269,0.18699,0.00187,0.00145
-0.11402,0.06257,-0.2032,-0.00275,0.00203,0.00148
0.10686,0.06482,0.00988,0.21627,0.00197,0.0015
0.15909,0.068,0.05462,0.27324,0.0022,0.00157
0.04159,0.06452,-0.06216,0.1392,0.00181,0.00155
-0.03429,0.06526,-0.14799,0.05718,0.0016,0.00182
-0.06373,0.06373,-0.16106,0.04108,0.00159,0.00158
0.13622,0.06366,0.03435,0.23555,0.0015,0.00114
0.03693,0.06552,-0.08045,0.12928,0.00223,0.00176
-0.01526,0.06432,-0.1302,0.07674,0.00205,0.00224
-0.00746,0.06493,-0.10266,0.1081,0.00182,0.00216
-0.02489,0.06781,-0.13375,0.08059,0.00171,0.00184
0.05375,0.06749,-0.05351,0.15944,0.00179,0.00191
-0.04357,0.06471,-0.14167,0.0615,0.00184,0.00223
-0.04323,0.06632,-0.16389,0.04961,0.00198,0.00187
0.10807,0.06289,0.00946,0.20866,0.00206,0.0015
0.08158,0.06766,-0.03143,0.18392,0.00185,0.00162
0.02154,0.06631,-0.08539,0.1216,0.0019,0.00219
-0.00884,0.06275,-0.11035,0.08303,0.00198,0.00188
0.11842,0.06564,0.01142,0.21917,0.00266,0.00188
-0.03379,0.06521,-0.15073,0.05792,0.00249,0.00182
0.03635,0.06414,-0.05961,0.14133,0.0019,0.00177
-0.01807,0.06669,-0.12416,0.08638,0.00206,0.00177
0.18846,0.06455,0.07841,0.28456,0.00208,0.00151
0.04033,0.06474,-0.05907,0.14649,0.00214,0.00168
-0.00511,0.06235,-0.09827,0.09494,0.00191,0.00221
-0.02995,0.06926,-0.13254,0.08251,0.0019,0.00209
-0.00106,0.0672,-0.11763,0.09831,0.00181,0.00276
0.06447,0.06734,-0.03949,0.17604,0.00222,0.00172
0.12646,0.0616,0.02359,0.2224,0.00171,0.00121
0.12107,0.06394,0.01956,0.21844,0.00153,0.00137
-0.04354,0.06251,-0.15415,0.04389,0.00226,0.0016
-0.0348,0.06255,-0.14273,0.05457,0.00192,0.00155
-0.09898,0.06673,-0.20044,0.01199,0.00176,0.00138
0.0897,0.06516,-0.00838,0.1984,0.00156,0.00153
-0.04097,0.06309,-0.13651,0.06413,0.00195,0.00161
-0.01091,0.06404,-0.11472,0.08804,0.00171,0.00227
0.05959,0.06324,-0.04359,0.16032,0.0014,0.00149
0.09796,0.06285,-0.00189,0.19644,0.00192,0.00146
0.06885,0.06522,-0.03613,0.16832,0.00184,0.00167
0.00017,0.06131,-0.09893,0.09953,0.00178,0.00185
-0.0228,0.06303,-0.12413,0.07495,0.00168,0.00195
0.03003,0.06748,-0.07705,0.13793,0.00178,0.00201
0.04358,0.06644,-0.05703,0.14955,0.00202,0.00185
0.00656,0.06659,-0.11059,0.09985,0.00224,0.00195
-0.07121,0.0624,-0.16315,0.03834,0.00179,0.0016
-0.03326,0.06951,-0.13846,0.07747,0.00216,0.00185
